Munip,CodIBGE,Index,DtInicial,DtFinal,Regiao,Estado,Cidade,Produto,NmPostPesq,UnidMedida,PcMedRev,PcDevRev,PcMinRev,PcMaxRev,MgMedRev,CfVarRev,PcMedDist,PcDevDist,PcMinDist,PcMaxDist,MgMedDist,CfVarDist,Periodo,Combust,TipoRelat,DistMean,DistDev,DistMin,DistMax,RefinMean,RefinDev,RefinMin,RefinMax
MARABÁ,1504208,39400,2020-04-26,2020-05-02,NORTE,PARA,MARABA,GASOLINA COMUM,10,R$/l,4.174,0.118785006536085,4.04,4.38,NA,0.028,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,447.79333528461484,139.67090848480964,199.84727752586193,613.0006322322588,1877.7741026377264,486.3336262545526,1197.867744286371,2971.071190925347
PARAGOMINAS,1505502,39441,2020-04-26,2020-05-02,NORTE,PARA,PARAGOMINAS,GASOLINA COMUM,4,R$/l,4.201,0.093776329636001,4.095,4.29,0.481,0.022,3.72,0,3.72,3.72,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,285.5697854975812,106.56733321326416,211.0518511245992,560.5880645264829,2012.3646340746448,613.8431801103275,990.7828434257981,3253.8900946865933
PARAUAPEBAS,1505536,39446,2020-04-26,2020-05-02,NORTE,PARA,PARAUAPEBAS,GASOLINA COMUM,9,R$/l,4.886,0.080722432514829,4.83,5.099,1.292,0.017,3.594,0,3.5937,3.5937,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,507.6634693359863,118.58327604335408,306.1824454598659,672.1683800959348,1851.9710305706813,444.2895894160353,1161.6826628807892,2884.5246110536536
REDENÇÃO,1506138,39488,2020-04-26,2020-05-02,NORTE,PARA,REDENCAO,GASOLINA COMUM,4,R$/l,4.538,0.060759087111861,4.48,4.59,1.177,0.013,3.361,0,3.3614,3.3614,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,559.6661071930633,164.25336964766737,291.0910627413945,727.6482318662363,1722.3727523467708,368.9784997871965,1224.9563997217579,2667.8731752578524
XINGUARA,1508407,39606,2020-04-26,2020-05-02,NORTE,PARA,XINGUARA,GASOLINA COMUM,5,R$/l,4.585,0.1333015378756,4.41,4.74,NA,0.029,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,553.2675599713639,148.04230917699618,372.24183156042125,717.3468752858782,1781.2037189319703,404.564540233013,1193.2013325469254,2770.7246256073395
ARAGUAÍNA,1702109,39169,2020-04-26,2020-05-02,NORTE,TOCANTINS,ARAGUAINA,GASOLINA COMUM,11,R$/l,4.051,0.29007206001268,3.66,4.399,0.528,0.072,3.523,0,3.5229,3.5229,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,494.47119765544153,158.85142182599054,268.52125040664305,640.6583035512919,1713.3609932025083,442.6942840338518,1145.228648969021,2781.114866795178
GURUPI,1709500,39316,2020-04-26,2020-05-02,NORTE,TOCANTINS,GURUPI,GASOLINA COMUM,11,R$/l,4.228,0.093956663124307,4.13,4.399,0.718,0.022,3.51,0.084852813742386,3.45,3.57,0.024,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,348.8171431503602,99.88527854947553,177.0073968629152,465.37628628318635,1460.6061678172548,302.3183028103524,1056.5756597674244,2271.0246374111803
PARAÍSO DO TOCANTINS,1716109,39443,2020-04-26,2020-05-02,NORTE,TOCANTINS,PARAISO DO TOCANTINS,GASOLINA COMUM,8,R$/l,4.221,0.595367458561757,3.96,5.69,0.733,0.141,3.488,0.121740202891239,3.4042,3.6999,0.035,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,397.5653514225349,194.51790979925093,36.96686948080492,605.4838541820058,1542.980601018982,328.7731799025873,1159.5597939084744,2444.592014677428
PORTO NACIONAL,1718204,39478,2020-04-26,2020-05-02,NORTE,TOCANTINS,PORTO NACIONAL,GASOLINA COMUM,6,R$/l,3.893,0.284361741449162,3.48,4.19,NA,0.073,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,351.98199319053987,170.30616977346432,56.78890228499738,564.9598384354754,1493.7637095973712,330.6582827409353,1094.9281002746554,2392.867210055471
PALMAS,1721000,39437,2020-04-26,2020-05-02,NORTE,TOCANTINS,PALMAS,GASOLINA COMUM,10,R$/l,4.203,0.153947357524866,3.999,4.599,NA,0.037,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,372.76093880025985,195.67435400609565,22.629604000015902,591.2972630167113,1524.0644973629592,343.81570223676295,1103.1898103521464,2453.5112245295913
AÇAILÂNDIA,2100055,39149,2020-04-26,2020-05-02,NORDESTE,MARANHAO,ACAILANDIA,GASOLINA COMUM,8,R$/l,3.762,0.164493106672763,3.399,3.99,0.396,0.044,3.366,0.003252691193458,3.3634,3.368,0.001,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,349.1981176822665,171.26720943980337,13.35390535485281,526.353971670532,1858.1614238822324,545.0539598948724,1012.201360889549,3037.3504469667987
BACABAL,2101202,39186,2020-04-26,2020-05-02,NORDESTE,MARANHAO,BACABAL,GASOLINA COMUM,2,R$/l,4.225,0.176776695296637,4.1,4.35,NA,0.042,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,347.8950526930671,143.6391812971267,188.73868596229255,517.5456817634415,1856.2440988101168,669.6423553410866,703.1238862521985,3172.278653444387
BALSAS,2101400,39189,2020-04-26,2020-05-02,NORDESTE,MARANHAO,BALSAS,GASOLINA COMUM,5,R$/l,4.182,0.300093652048823,3.95,4.65,0.917,0.072,3.265,0,3.2651,3.2651,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,453.3129510441747,80.59354835291683,327.1058444224092,578.4388390521698,1629.3236242355993,508.9264810236971,938.2885944128567,2785.74966656892
BARRA DO CORDA,2101608,39191,2020-04-26,2020-05-02,NORDESTE,MARANHAO,BARRA DO CORDA,GASOLINA COMUM,3,R$/l,3.823,0.208166599946613,3.59,3.99,0.581,0.054,3.242,0,3.2421,3.2421,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,411.0437627933235,141.5788412261753,248.2636164619678,580.0844889855713,1762.2060031351032,610.7954056267185,776.59191357086,3023.307721659073
CAXIAS,2103000,39253,2020-04-26,2020-05-02,NORDESTE,MARANHAO,CAXIAS,GASOLINA COMUM,9,R$/l,4.178,0.273318089005792,3.8,4.499,NA,0.065,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,396.6102897209363,155.28578498241131,70.984863806639,557.4568370288965,1786.038211092759,714.4178913127695,557.0859130811908,3144.1515800944953
CODÓ,2103307,39257,2020-04-26,2020-05-02,NORDESTE,MARANHAO,CODO,GASOLINA COMUM,4,R$/l,4.399,0,4.399,4.399,NA,0,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,396.50187254539196,180.87868659649413,143.56630106047194,607.0665097769705,1825.4090899268979,702.0783609861646,606.7306426095257,3172.53916878871
IMPERATRIZ,2105302,39324,2020-04-26,2020-05-02,NORDESTE,MARANHAO,IMPERATRIZ,GASOLINA COMUM,11,R$/l,3.984,0.383796323825305,3.399,4.399,NA,0.096,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,396.8179728757235,164.3879304649197,69.5222571698336,525.0671751375489,1813.1819408893475,525.7380053814851,1019.3714627851482,2974.9116046937593
PINHEIRO,2108603,39466,2020-04-26,2020-05-02,NORDESTE,MARANHAO,PINHEIRO,GASOLINA COMUM,4,R$/l,4.248,0.168597153000874,4.06,4.39,0.898,0.04,3.35,0,3.35,3.35,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,295.4873201314551,141.3701199510619,80.1091767865546,398.7880903237654,2006.0499887944309,704.2403281567188,746.9181299897975,3349.499664278903
PRESIDENTE DUTRA,2109106,39483,2020-04-26,2020-05-02,NORDESTE,MARANHAO,PRESIDENTE DUTRA,GASOLINA COMUM,3,R$/l,4.06,0.121079863451085,3.98,4.199,0.837,0.03,3.223,0.074246212024587,3.17,3.275,0.023,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,419.8787276892878,162.5933161770201,192.9675302704146,617.4009684693609,1767.11605636995,650.2702268577075,690.2891786090553,3066.8113288402014
SANTA INÊS,2109908,39508,2020-04-26,2020-05-02,NORDESTE,MARANHAO,SANTA INES,GASOLINA COMUM,6,R$/l,4.316,0.127854083496252,4.199,4.529,0.445,0.03,3.871,0,3.8708,3.8708,0,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,305.61100976037307,110.669583546981,164.26557268203732,426.61048607788524,1913.9558676620384,662.2082881658129,767.4007092004889,3219.8574592437726
SÃO JOSÉ DE RIBAMAR,2111201,39530,2020-04-26,2020-05-02,NORDESTE,MARANHAO,SAO JOSE DE RIBAMAR,GASOLINA COMUM,10,R$/l,3.879,0.042163702135578,3.799,3.899,NA,0.011,NA,NA,NA,NA,NA,NA,05/01/2020 EM DIANTE,TODOS,MUNICÍPIO,336.0817551733232,205.22345054950392,33.98865091163642,509.4811886454021,1988.9716347368326,743.4870613586044,634.1994753873828,3371.1338617101187
